1,137,335,Afghanistan,7/8/2009,,,,,32,32,99,533,10/30/2009,,,,,,,1,16
2,154,243,Albania,7/22/2009,,,,,3,13,,,,,,,,,,,
3,99,604,Algeria,6/22/2009,,,,2,16,19,123,613,11/30/2009,,,,,,,,3
4,161,244,Andorra,6/29/2009,,,,,1,1,,,,,,,,,,,
5,170,135,Anguilla,8/5/2009,,,,,,1,,,,,,,,,,,
6,101,122,Antigua and Barbuda,6/24/2009,,,,2,3,4,,,,,,,,,,,
7,28,503,Argentina,5/9/2009,,,100,1587,3056,5710,9,203,6/15/2009,,,26,165,465,538,593,613
8,122,124,Aruba,6/3/2009,,,,,13,13,,,,,,,,,,,
9,29,402,Australia,5/9/2009,,,297,4090,22109,24949,11,401,6/19/2009,,,7,67,155,180,186,190
10,9,203,Austria,4/29/2009,,1,1,15,153,192,100,324,11/4/2009,,,,,,,,3
11,163,246,Azerbaijan,7/31/2009,,,,,2,2,108,33,11/13/2009,,,,,,,,2
12,59,111,Bahamas,6/1/2009,,,1,6,29,29,86,116,10/16/2009,,,,,,,4,4
13,48,312,Bahrain,5/27/2009,,,1,15,123,148,68,527,9/2/2009,,,,,1,3,6,7
14,96,326,Bangladesh,6/22/2009,,,,1,30,32,72,528,9/4/2009,,,,,,4,6,6
15,68,114,Barbados,6/5/2009,,,,10,23,39,81,114,10/2/2009,,,,,,1,3,3
16,,,Belarus,,,,,,,,102,326,11/6/2009,,,,,,,,20
17,34,216,Belgium,5/15/2009,,,12,707,1586,1586,40,304,7/31/2009,,,,1,1,2,7,13
18,147,13,Belize,7/16/2009,,,,,23,27,,,,,,,,,,,
19,80,118,Bermuda,6/17/2009,,,,1,4,8,,,,,,,,,,,
20,156,336,Bhutan,6/27/2009,,,,,2,3,,,,,,,,,,,
21,56,509,Bolivia,6/1/2009,,,3,96,946,973,25,209,7/19/2009,,,,9,19,54,56,58
22,124,239,Bosnia and Herzegovina,6/3/2009,,,,,2,10,114,333,11/20/2009,,,,,,,,1
23,145,616,Botswana,7/13/2009,,,,,13,23,,,,,,,,,,,
24,25,502,Brazil,5/8/2009,,,20,680,1958,2959,15,204,7/1/2009,,,1,56,557,899,1368,1528
25,81,119,British Virgin Islands,6/17/2009,,,,1,5,8,,,,,,,,,,,
26,97,327,Brunei,6/22/2009,,,,29,786,850,23,503,7/8/2009,,,,1,1,1,1,1
27,65,226,Bulgaria,6/3/2009,,,,,36,40,82,315,10/2/2009,,,,,,1,2,5
28,107,328,Cambodia,6/24/2009,,,,6,17,24,80,529,9/30/2009,,,,,,1,4,5
29,3,103,Canada,4/27/2009,,34,1336,7983,10449,10449,3,103,5/9/2009,,2,25,59,72,78,95,309
30,100,605,Cape Verde,6/24/2009,,,,3,6,6,,,,,,,,,,,
31,72,115,Cayman Islands,6/8/2009,,,,13,60,88,37,111,7/29/2009,,,,1,1,1,1,1
32,40,506,Chile,5/18/2009,,,250,6211,11860,12030,5,201,6/5/2009,,,12,87,130,132,136,148
33,12,302,China,5/1/2009,,1,52,1518,6628,7931,26,504,7/16/2009,,,,3,9,23,43,147
34,20,501,Colombia,5/4/2009,,,20,93,270,275,7,202,6/11/2009,,,2,17,35,91,131,160
35,135,409,Cook Islands,7/6/2009,,,,,1,18,59,405,8/19/2009,,,,,1,1,1,1
36,16,104,Costa Rica,5/2/2009,,,37,279,668,798,4,104,5/10/2009,,1,2,22,33,37,38,40
37,102,606,Cote d'Ivoire,6/24/2009,,,,2,2,2,,,,,,,,,,,
38,133,241,Croatia,7/6/2009,,,,,55,69,101,325,11/4/2009,,,,,,,,11
39,33,108,Cuba,5/13/2009,,,4,46,234,264,84,115,10/5/2009,,,,,,,7,7
40,60,223,Cyprus,6/1/2009,,,1,48,297,297,,,,,,,,,,,
41,166,248,Cyprus UK bases,8/3/2009,,,,,30,30,,,,,,,,,,,
42,53,221,Czech Republic,5/29/2009,,,1,9,116,162,97,322,10/28/2009,,,,,,,1,8
43,13,207,Denmark,5/1/2009,,1,1,55,254,354,118,336,11/23/2009,,,,,,,,6
44,73,116,Dominica,6/8/2009,,,,1,1,1,,,,,,,,,,,
45,52,11,Dominican Republic,5/29/2009,,,2,108,154,182,6,105,6/8/2009,,,2,5,8,21,22,22
46,35,504,Ecuador,5/16/2009,,,39,163,696,881,24,208,7/10/2009,,,,18,40,60,75,82
47,66,601,Egypt,6/3/2009,,,,39,283,314,29,601,7/20/2009,,,,1,1,2,4,21
48,19,105,El Salvador,5/4/2009,,,27,226,556,595,21,108,7/8/2009,,,,9,17,19,22,27
49,61,224,Estonia,6/1/2009,,,1,13,42,50,122,339,11/27/2009,,,,,,,,1
50,104,608,Ethiopia,6/24/2009,,,,2,4,4,,,,,,,,,,,
51,169,514,Falkland Islands,8/5/2009,,,,,,5,,,,,,,,,,,
52,155,413,Federated States of Micronesia,7/22/2009,,,,,1,1,,,,,,,,,,,
53,98,405,Fiji,6/22/2009,,,,2,97,97,,,,,,,,,,,
54,31,215,Finland,5/13/2009,,,3,26,189,189,98,323,10/28/2009,,,,,,,1,16
55,14,208,France,5/2/2009,,,24,277,719,880,43,305,7/31/2009,,,,1,10,30,44,114
56,146,513,French Guiana,7/13/2009,,,,,9,9,,,,,,,,,,,
57,82,403,French Polynesia,6/17/2009,,,,2,16,16,,,,,,,,,,,
58,165,62,Gabon,7/31/2009,,,,,1,1,,,,,,,,,,,
59,152,242,Georgia,7/20/2009,,,,,6,13,,,,,,,,,,,
60,8,204,Germany,4/29/2009,,4,28,417,6800,9213,83,316,10/2/2009,,,,,,1,5,60
61,175,621,Ghana,8/9/2009,,,,,,2,54,603,8/9/2009,,,,,1,1,1,1
62,41,217,Greece,5/20/2009,,,4,92,730,1002,64,309,8/24/2009,,,,,1,3,3,12
63,160,133,Grenada,6/29/2009,,,,,1,2,,,,,,,,,,,
64,128,126,Guadeloupe,7/6/2009,,,,,2,2,,,,,,,,,,,
65,142,41,Guam,7/10/2009,,,,,1,1,,,,,,,,,,,
66,22,106,Guatemala,5/6/2009,,,12,254,558,558,8,106,6/12/2009,,,2,10,12,13,18,18
67,111,235,Guernsey,6/26/2009,,,,5,18,18,,,,,,,,,,,
68,130,512,Guyana,7/6/2009,,,,,5,8,,,,,,,,,,,
69,148,131,Haiti,7/16/2009,,,,,3,5,,,,,,,,,,,
70,46,109,Honduras,5/25/2009,,,2,118,169,254,13,107,6/26/2009,,,1,4,8,15,16,16
71,62,225,Hungary,6/1/2009,,,1,10,99,115,33,303,7/24/2009,,,,1,1,2,4,8
72,47,219,Iceland,5/25/2009,,,1,4,51,72,89,317,10/21/2009,,,,,,,1,2
73,38,306,India,5/17/2009,,,1,104,551,615,47,514,8/4/2009,,,,,101,315,472,575
74,110,329,Indonesia,6/26/2009,,,,8,561,691,34,507,7/27/2009,,,,1,8,10,10,10
75,112,33,Iran,6/26/2009,,,,1,105,144,65,525,9/2/2009,,,,,2,4,22,140
76,113,331,Iraq,6/29/2009,,,,1,58,67,51,516,8/9/2009,,,,,1,1,4,15
77,17,209,Ireland,4/30/2009,,,4,41,276,475,50,307,8/9/2009,,,,,2,2,10,17
78,87,229,Isle of Man,6/17/2009,,,,1,11,11,,,,,,,,,,,
79,6,301,Israel,4/28/2009,,2,19,506,1719,2000,39,51,7/29/2009,,,,2,16,28,35,63
80,18,21,Italy,5/3/2009,,,29,123,975,1238,70,311,9/4/2009,,,,,,3,4,95
81,57,112,Jamaica,6/1/2009,,,2,32,62,64,22,109,7/8/2009,,,,3,4,4,5,6
82,26,304,Japan,5/9/2009,,,370,1266,5022,5022,57,52,8/17/2009,,,,8,9,18,27,28
83,88,23,Jersey,6/17/2009,,,,8,37,55,,,,,,,,,,,
84,79,32,Jordan,6/17/2009,,,,20,79,99,85,53,10/14/2009,,,,,,,4,14
85,158,338,Kazakhstan,6/29/2009,,,,,14,17,,,,,,,,,,,
86,121,61,Kenya,7/1/2009,,,,1,26,26,,,,,,,,,,,
87,174,416,Kiribati,8/9/2009,,,,,,3,,,,,,,,,,,
88,162,245,Kosovo,6/29/2009,,,,,1,2,109,331,11/15/2009,,,,,,,,7
89,45,311,Kuwait,5/25/2009,,,18,34,203,498,61,522,8/21/2009,,,,,5,8,16,27
90,92,324,Laos,6/19/2009,,,,3,51,156,32,506,7/22/2009,,,,1,1,1,1,1
91,105,232,Latvia,6/24/2009,,,,1,19,19,105,328,11/11/2009,,,,,,,,8
92,66,315,Lebanon,6/3/2009,,,,39,210,210,45,513,7/30/2009,,,,1,1,2,3,3
93,136,612,Libya,7/6/2009,,,,,9,9,,,,,,,,,,,
94,173,249,Liechtenstein,8/9/2009,,,,,,5,,,,,,,,,,,
95,115,236,Lithuania,6/29/2009,,,,1,22,29,116,334,11/20/2009,,,,,,,,5
96,69,227,Luxembourg,6/5/2009,,,,4,61,87,77,313,9/18/2009,,,,,,1,1,1
97,129,24,Macedonia,7/6/2009,,,,,21,29,115,333,11/20/2009,,,,,,,,4
98,,,Madagascar,,,,,,,,75,606,9/11/2009,,,,,,1,1,1
99,37,307,Malaysia,5/17/2009,,,2,112,1446,1780,35,508,7/29/2009,,,,7,72,77,77,77
100,157,337,Maldives,6/27/2009,,,,,1,1,119,536,11/23/2009,,,,,,,,1
101,123,238,Malta,6/3/2009,,,,,157,176,50,308,8/19/2009,,,,,1,3,5,5
102,171,414,Marshall Islands,8/9/2009,,,,,,27,67,406,9/2/2009,,,,,1,1,1,1
103,83,12,Martinique,6/17/2009,,,,2,3,3,,,,,,,,,,,
104,117,609,Mauritius,7/1/2009,,,,,2,6,52,603,8/9/2009,,,,,7,8,8,8
105,1,101,Mexico,4/24/2009,18,156,5029,8680,16442,17530,1,101,4/27/2009,9,97,116,146,193,231,354,656
106,164,247,Moldova,7/31/2009,,,,,1,2,93,319,10/26/2009,,,,,,,1,12
107,116,237,Monaco,6/29/2009,,,,,1,1,,,,,,,,,,,
108,,,Mongolia,,,,,,,,95,531,10/26/2009,,,,,,,4,18
109,106,233,Montenegro,6/24/2009,,,,4,18,18,,,,,,,,,,,
110,77,602,Morocco,6/15/2009,,,,17,66,75,112,612,11/18/2009,,,,,,,,4
111,,,Mozambique,,,,,,,,76,607,9/16/2009,,,,,,2,2,2
112,120,333,Myanmar,7/1/2009,,,,1,10,15,,,,,,,,,,,
113,151,618,Namibia,7/20/2009,,,,,4,7,74,605,9/9/2009,,,,,,1,1,1
114,172,415,Nauru,8/9/2009,,,,,,7,,,,,,,,,,,
115,114,332,Nepal,6/29/2009,,,,11,17,17,,,,,,,,,,,
116,10,205,Netherlands,4/30/2009,,1,3,128,517,912,47,306,8/5/2009,,,,,2,4,10,36
117,84,121,Netherlands Antilles,6/17/2009,,,,14,19,19,,,,,,,,,,,
118,118,407,New Caledonia,7/1/2009,,,,6,112,112,,,,,,,,,,,
119,5,401,New Zealand,4/28/2009,,4,9,711,2855,2935,18,402,7/6/2009,,,,14,17,18,19,20
120,67,113,Nicaragua,6/3/2009,,,,293,432,510,55,113,8/14/2009,,,,,4,11,11,11
121,30,214,Norway,5/11/2009,,,4,32,471,738,71,312,9/4/2009,,,,,,11,13,25
122,91,323,Oman,6/19/2009,,,,3,123,125,63,524,8/24/2009,,,,,10,21,24,27
123,168,339,Pakistan,8/3/2009,,,,,1,1,113,535,11/18/2009,,,,,,,,1
124,125,408,Palau,6/3/2009,,,,,1,13,,,,,,,,,,,
125,27,107,Panama,5/9/2009,,,107,417,588,600,30,11,7/22/2009,,,,2,7,11,11,11
126,93,325,Papua New Guinea,6/19/2009,,,,1,1,5,,,,,,,,,,,
127,55,508,Paraguay,6/1/2009,,,5,205,223,244,19,206,7/6/2009,,,,19,41,52,52,52
128,36,505,Peru,5/16/2009,,,36,538,4104,5304,20,207,7/8/2009,,,,30,98,143,162,190
129,42,309,Philippines,5/22/2009,,,16,861,3207,3207,12,501,6/24/2009,,,1,8,8,28,30,30
130,24,213,Poland,5/7/2009,,,4,15,93,114,110,332,11/15/2009,,,,,,,,24
131,21,211,Portugal,5/4/2009,,,1,17,866,546,78,314,9/25/2009,,,,,,2,4,21
132,127,125,Puerto Rico,7/6/2009,,,,,18,18,,,,,,,,,,,
133,78,319,Qatar,6/17/2009,,,,10,43,43,44,512,8/3/2009,,,,1,1,3,4,8
134,50,22,Romania,5/29/2009,,,3,28,178,216,120,337,11/25/2009,,,,,,,,3
135,43,218,Russia,5/23/2009,,,3,3,41,55,96,321,10/28/2009,,,,,,,5,19
136,138,613,Réunion,7/8/2009,,,,,26,26,,,,,,,,,,,
137,149,132,Saint Kitts and Nevis,7/16/2009,,,,,3,4,38,112,7/29/2009,,,,1,1,1,1,1
138,119,123,Saint Lucia,7/1/2009,,,,1,3,6,104,118,11/11/2009,,,,,,,,1
139,131,127,Saint Martin,7/6/2009,,,,,1,1,,,,,,,,,,,
140,143,129,Saint Vincent and the Grenadine,7/10/2009,,,,,1,1,,,,,,,,,,,
141,85,404,Samoa,6/17/2009,,,,1,37,100,49,404,8/9/2009,,,,,2,2,2,2
142,70,316,Saudi Arabia,6/5/2009,,,,81,595,595,36,509,7/29/2009,,,,4,19,30,62,81
143,109,234,Serbia,6/26/2009,,,,12,115,120,91,318,11/5/2009,,,,,,,3,22
144,139,614,Seychelles,7/8/2009,,,,,3,3,,,,,,,,,,,
145,49,313,Singapore,5/27/2009,,,5,701,1217,1217,28,505,7/20/2009,,,,6,16,18,18,19
146,54,222,Slovakia,5/29/2009,,,2,13,58,78,106,329,11/11/2009,,,,,,,,1
147,95,231,Slovenia,6/22/2009,,,,4,136,174,121,338,11/25/2009,,,,,,,,7
148,153,412,Solomon Islands,7/22/2009,,,,,2,3,79,407,9/30/2009,,,,,,1,1,1
149,94,603,South Africa,6/19/2009,,,,1,480,700,44,602,8/3/2009,,,,1,27,84,91,92
150,15,303,South Korea,5/2/2009,,,33,202,1466,1754,56,519,8/17/2009,,,,,4,11,34,104
151,4,201,Spain,4/27/2009,,13,178,717,1538,1538,17,302,7/1/2009,,,1,7,21,42,63,135
152,86,321,Sri Lanka,6/17/2009,,,,15,55,60,107,534,11/11/2009,,,,,,,,5
153,150,617,Sudan,7/17/2009,,,,,2,2,90,609,10/21/2009,,,,,,,1,1
154,90,511,Suriname,6/19/2009,,,,11,14,18,73,211,9/9/2009,,,,,,2,2,2
155,159,619,Swaziland,6/29/2009,,,,,2,2,,,,,,,,,,,
156,23,212,Sweden,5/6/2009,,,4,69,526,574,69,31,9/2/2009,,,,,1,2,2,15
157,11,206,Switzerland,4/30/2009,,1,8,56,484,609,117,335,11/20/2009,,,,,,,,3
158,134,334,Syria,7/6/2009,,,,,5,16,66,526,9/2/2009,,,,,2,2,7,50
159,,,São Tomé and Príncipe,,,,,,,,92,61,10/26/2009,,,,,,,2,2
160,44,31,Taiwan,5/23/2009,,,12,61,1280,1280,42,511,7/31/2009,,,,1,5,19,27,30
161,140,615,Tanzania,7/9/2009,,,,,8,10,88,608,10/16/2009,,,,,,,1,1
162,32,305,Thailand,5/13/2009,,,2,1414,8879,10043,14,502,7/1/2009,,,3,65,130,165,182,187
163,144,411,Tonga,7/15/2009,,,,,9,9,31,403,7/22/2009,,,,1,1,1,1,1
164,71,117,Trinidad and Tobago,6/8/2009,,,,53,97,106,87,117,10/16/2009,,,,,,,5,5
165,103,607,Tunisia,6/24/2009,,,,3,10,19,111,611,11/18/2009,,,,,,,,2
166,39,308,Turkey,5/17/2009,,,4,32,199,199,94,532,10/26/2009,,,,,,,3,195
167,167,134,Turks and Caicos Islands,8/3/2009,,,,,12,12,,,,,,,,,,,
168,132,128,US Virgin Islands,7/6/2009,,,,,1,1,,,,,,,,,,,
169,126,611,Uganda,6/3/2009,,,,,9,9,,,,,,,,,,,
170,75,228,Ukraine,6/10/2009,,,,1,1,1,103,327,11/6/2009,,,,,,,,41
171,74,317,United Arab Emirates,6/8/2009,,,,8,110,125,62,523,8/21/2009,,,,,2,6,6,6
172,7,202,United Kingdom,4/28/2009,,8,229,6538,11912,12470,10,301,6/17/2009,,,3,30,65,82,137,250
173,2,102,United States of America,4/24/2009,7,141,8975,27717,43771,43771,2,102,4/30/2009,1,15,127,353,556,593,1004,1265
174,51,507,Uruguay,5/29/2009,,,11,195,550,550,16,205,7/1/2009,,,1,22,32,33,33,33
175,108,406,Vanuatu,6/24/2009,,,,2,3,3,,,,,,,,,,,
176,58,51,Venezuela,6/1/2009,,,2,193,454,476,27,21,7/20/2009,,,,2,24,83,95,114
177,63,314,Vietnam,6/1/2009,,,1,123,971,1115,48,515,8/5/2009,,,,,2,16,36,44
178,76,318,West Bank and Gaza Strip,6/15/2009,,,,13,104,81,53,518,8/9/2009,,,,,1,1,1,9
179,89,322,Yemen,6/17/2009,,,,7,11,13,60,521,8/19/2009,,,,,1,6,16,22
